transaction_id,user_id,age,timestamp,hour,day_of_week,amount,distance_from_home,category,device,is_fraud,amount_category,transactions_per_user,avg_transaction_amount,time_since_last_tx,tx_velocity_1h
TX011928,USR136,34,2026-05-24 15:17:29,15,6,37.9,2.51,online_retail,pos,0,Medium,26,54.78,674.92,0
TX006310,USR136,34,2026-05-25 04:58:46,4,0,84.72,7.59,travel,pos,0,Medium,27,55.89,821.28,0
TX005490,USR136,34,2026-05-25 13:08:30,13,0,46.68,7.89,travel,mobile,0,Medium,28,55.56,489.73,0
TX011757,USR136,34,2026-05-25 22:56:18,22,0,70.49,1.53,grocery,pos,0,Medium,29,56.07,587.8,0
TX014681,USR136,34,2026-05-26 00:11:56,0,1,10.33,3.02,entertainment,pos,0,Low,30,54.55,75.63,0
TX008866,USR136,34,2026-05-27 17:25:32,17,2,20.33,2.45,travel,mobile,0,Medium,31,53.45,2473.6,0
TX002175,USR136,34,2026-05-30 18:00:19,18,5,49.18,7.01,grocery,pos,0,Medium,32,53.31,4354.78,0
TX004021,USR137,27,2026-05-03 02:37:15,2,6,111.33,3.84,gas,web,0,High,1,111.33,-1.0,0
TX007881,USR137,27,2026-05-08 09:20:12,9,4,14.61,1.83,gas,web,0,Low,2,62.97,7602.95,0
TX003405,USR137,27,2026-05-08 11:50:08,11,4,4.33,5.17,gas,mobile,0,Low,3,43.42,149.93,0
TX014912,USR137,27,2026-05-08 16:12:31,16,4,20.12,6.74,grocery,web,0,Medium,4,37.6,262.38,0
TX006096,USR137,27,2026-05-09 00:30:32,0,5,90.93,41.27,grocery,mobile,0,Medium,5,48.26,498.02,0
TX013050,USR137,27,2026-05-09 00:56:58,0,5,6.79,4.86,grocery,mobile,0,Low,6,41.35,26.43,1
TX013431,USR137,27,2026-05-09 08:46:19,8,5,10.21,4.54,online_retail,pos,0,Low,7,36.9,469.35,0
TX014056,USR137,27,2026-05-10 02:06:23,2,6,38.7,7.49,grocery,mobile,0,Medium,8,37.13,1040.07,0
TX012659,USR137,27,2026-05-10 09:07:43,9,6,29.49,1.43,grocery,web,0,Medium,9,36.28,421.33,0
TX003530,USR137,27,2026-05-10 17:31:07,17,6,60.01,0.57,grocery,pos,0,Medium,10,38.65,503.4,0
TX003834,USR137,27,2026-05-10 21:59:58,21,6,9.69,3.08,online_retail,pos,0,Low,11,36.02,268.85,0
TX013234,USR137,27,2026-05-11 00:15:45,0,0,23.93,16.22,online_retail,mobile,0,Medium,12,35.01,135.78,0
TX006679,USR137,27,2026-05-12 22:13:32,22,1,109.42,19.69,entertainment,mobile,0,High,13,40.74,2757.78,0
TX013845,USR137,27,2026-05-13 03:36:23,3,2,10.05,0.47,grocery,mobile,0,Low,14,38.54,322.85,0
TX005219,USR137,27,2026-05-13 11:16:46,11,2,145.03,9.97,gas,mobile,0,High,15,45.64,460.38,0
TX006025,USR137,27,2026-05-13 14:52:26,14,2,11.39,0.33,entertainment,pos,0,Low,16,43.5,215.67,0
TX006889,USR137,27,2026-05-14 04:39:47,4,3,77.43,7.78,grocery,pos,0,Medium,17,45.5,827.35,0
TX005663,USR137,27,2026-05-15 05:17:02,5,4,22.81,7.24,grocery,web,0,Medium,18,44.24,1477.25,0
TX007366,USR137,27,2026-05-18 00:41:14,0,0,10.54,0.57,grocery,pos,0,Low,19,42.46,4044.2,0
TX014594,USR137,27,2026-05-18 13:18:10,13,0,20.15,14.88,grocery,web,0,Medium,20,41.35,756.93,0
TX008328,USR137,27,2026-05-18 15:37:19,15,0,57.11,36.33,online_retail,pos,0,Medium,21,42.1,139.15,0
TX012965,USR137,27,2026-05-18 21:41:54,21,0,32.89,4.16,services,pos,0,Medium,22,41.68,364.58,0
TX005235,USR137,27,2026-05-19 00:56:09,0,1,101.34,5.31,grocery,pos,0,High,23,44.27,194.25,0
TX006287,USR137,27,2026-05-20 00:09:07,0,2,139.18,26.44,travel,pos,0,High,24,48.23,1392.97,0
TX006532,USR137,27,2026-05-22 00:34:51,0,4,10.14,1.16,gas,web,0,Low,25,46.7,2905.73,0
TX010629,USR137,27,2026-05-23 06:07:50,6,5,9.43,1.2,entertainment,pos,0,Low,26,45.27,1772.98,0
TX001362,USR137,27,2026-05-25 04:56:29,4,0,8.98,1.64,grocery,pos,0,Low,27,43.93,2808.65,0
TX001113,USR137,27,2026-05-25 06:22:19,6,0,13.47,4.69,entertainment,pos,0,Low,28,42.84,85.83,0
TX003077,USR137,27,2026-05-27 15:24:51,15,2,99.9,4.67,gas,web,0,Medium,29,44.81,3422.53,0
TX010787,USR137,27,2026-05-29 00:32:02,0,4,58.0,2.31,grocery,pos,0,Medium,30,45.25,1987.18,0
TX013510,USR138,68,2026-05-01 11:16:55,11,4,19.2,3.12,entertainment,web,0,Low,1,19.2,-1.0,0
TX013266,USR138,68,2026-05-01 22:11:10,22,4,32.75,2.35,travel,pos,0,Medium,2,25.98,654.25,0
TX004788,USR138,68,2026-05-02 10:09:54,10,5,134.87,2.48,online_retail,pos,0,High,3,62.27,718.73,0
TX005093,USR138,68,2026-05-03 15:54:59,15,6,223.19,1.78,entertainment,mobile,0,High,4,102.5,1785.08,0
TX012773,USR138,68,2026-05-03 21:02:33,21,6,42.92,1.8,online_retail,pos,0,Medium,5,90.59,307.57,0
TX004216,USR138,68,2026-05-04 03:55:14,3,0,2.32,0.41,online_retail,pos,0,Low,6,75.88,412.68,0
TX006153,USR138,68,2026-05-05 18:45:13,18,1,44.58,3.43,online_retail,mobile,0,Medium,7,71.4,2329.98,0
TX012291,USR138,68,2026-05-05 19:49:22,19,1,84.33,0.43,entertainment,mobile,0,Medium,8,73.02,64.15,0
TX011982,USR138,68,2026-05-06 19:19:14,19,2,41.46,11.03,online_retail,pos,0,Medium,9,69.51,1409.87,0
TX004775,USR138,68,2026-05-06 21:27:52,21,2,68.48,2.29,grocery,pos,0,Medium,10,69.41,128.63,0
TX005724,USR138,68,2026-05-10 00:43:46,0,6,47.33,3.88,services,web,0,Medium,11,67.4,4515.9,0
TX014274,USR138,68,2026-05-12 17:25:00,17,1,9.63,2.86,grocery,mobile,0,Low,12,62.59,3881.23,0
TX012931,USR138,68,2026-05-13 05:06:25,5,2,13.65,3.34,grocery,web,0,Low,13,58.82,701.42,0
TX007172,USR138,68,2026-05-13 17:18:26,17,2,24.02,20.41,grocery,web,0,Medium,14,56.34,732.02,0
TX011560,USR138,68,2026-05-14 17:28:55,17,3,96.1,0.89,gas,web,0,Medium,15,58.99,1450.48,0
TX005582,USR138,68,2026-05-14 18:24:16,18,3,15.4,0.64,online_retail,mobile,0,Low,16,56.26,55.35,1
TX000139,USR138,68,2026-05-15 08:04:29,8,4,52.24,5.17,entertainment,mobile,0,Medium,17,56.03,820.22,0
TX001351,USR138,68,2026-05-17 14:18:23,14,6,44.87,2.47,gas,pos,0,Medium,18,55.41,3253.9,0
TX007199,USR138,68,2026-05-17 18:09:14,18,6,161.77,6.9,gas,pos,0,High,19,61.01,230.85,0
TX014170,USR138,68,2026-05-17 18:18:23,18,6,31.76,10.59,entertainment,pos,0,Medium,20,59.54,9.15,1
TX013486,USR138,68,2026-05-19 07:08:32,7,1,5.73,1.19,online_retail,pos,0,Low,21,56.98,2210.15,0
TX007622,USR138,68,2026-05-19 19:54:45,19,1,63.24,9.24,gas,mobile,0,Medium,22,57.27,766.22,0
TX003514,USR138,68,2026-05-21 03:16:23,3,3,280.92,1.31,grocery,pos,1,High,23,66.99,1881.63,0
TX006399,USR138,68,2026-05-21 05:01:15,5,3,67.52,4.9,entertainment,web,0,Medium,24,67.01,104.87,0
TX009846,USR138,68,2026-05-21 10:49:23,10,3,15.06,1.02,travel,mobile,0,Low,25,64.93,348.13,0
TX011583,USR138,68,2026-05-22 13:55:01,13,4,11.22,5.25,online_retail,pos,0,Low,26,62.87,1625.63,0
TX013339,USR138,68,2026-05-25 18:31:54,18,0,12.77,4.37,grocery,mobile,0,Low,27,61.01,4596.88,0
TX009966,USR138,68,2026-05-26 13:44:27,13,1,245.5,1.19,grocery,mobile,0,High,28,67.6,1152.55,0
TX006698,USR138,68,2026-05-29 02:36:21,2,4,23.87,0.88,gas,pos,0,Medium,29,66.09,3651.9,0
TX005442,USR138,68,2026-05-30 22:10:12,22,5,17.07,11.03,grocery,pos,0,Low,30,64.46,2613.85,0
TX006629,USR139,63,2026-05-02 07:48:47,7,5,28.26,2.6,gas,pos,0,Medium,1,28.26,-1.0,0
TX000364,USR139,63,2026-05-04 07:29:32,7,0,24.12,15.1,grocery,pos,0,Medium,2,26.19,2860.75,0
TX011513,USR139,63,2026-05-05 10:29:42,10,1,158.8,2.33,online_retail,web,0,High,3,70.39,1620.17,0
TX008248,USR139,63,2026-05-05 14:00:08,14,1,12.01,21.38,online_retail,mobile,0,Low,4,55.8,210.43,0
TX009989,USR139,63,2026-05-05 14:17:33,14,1,107.84,1.44,entertainment,pos,0,High,5,66.21,17.42,1
TX005149,USR139,63,2026-05-05 21:12:52,21,1,37.42,26.24,grocery,pos,0,Medium,6,61.41,415.32,0
TX003563,USR139,63,2026-05-09 20:32:07,20,5,110.72,5.52,grocery,pos,0,High,7,68.45,5719.25,0
TX007156,USR139,63,2026-05-10 07:21:09,7,6,161.2,7.24,online_retail,mobile,0,High,8,80.05,649.03,0
TX013728,USR139,63,2026-05-10 12:01:56,12,6,36.05,1.34,entertainment,web,0,Medium,9,75.16,280.78,0
TX009695,USR139,63,2026-05-12 10:58:41,10,1,24.17,10.75,entertainment,pos,0,Medium,10,70.06,2816.75,0
TX004820,USR139,63,2026-05-15 21:44:21,21,4,35.38,11.21,grocery,mobile,0,Medium,11,66.91,4965.67,0
TX012428,USR139,63,2026-05-15 22:57:33,22,4,30.12,3.04,grocery,mobile,0,Medium,12,63.84,73.2,0
TX009841,USR139,63,2026-05-16 01:56:14,1,5,6.32,0.35,online_retail,pos,1,Low,13,59.42,178.68,0
TX005871,USR139,63,2026-05-16 18:09:09,18,5,156.41,1.18,grocery,pos,0,High,14,66.34,972.92,0
TX009416,USR139,63,2026-05-17 18:10:32,18,6,42.34,1.18,grocery,pos,0,Medium,15,64.74,1441.38,0
TX010569,USR139,63,2026-05-20 04:23:48,4,2,10.35,7.68,entertainment,pos,0,Low,16,61.34,3493.27,0
TX002093,USR139,63,2026-05-20 15:49:45,15,2,4.19,2.57,online_retail,pos,0,Low,17,57.98,685.95,0
TX001342,USR139,63,2026-05-23 20:18:35,20,5,3.23,2.63,grocery,pos,0,Low,18,54.94,4588.83,0
TX006198,USR139,63,2026-05-24 00:14:12,0,6,71.56,2.27,grocery,mobile,0,Medium,19,55.82,235.62,0
TX009798,USR139,63,2026-05-24 04:16:27,4,6,17.83,26.13,travel,pos,0,Low,20,53.92,242.25,0
TX007308,USR139,63,2026-05-24 07:56:31,7,6,21.01,4.73,gas,pos,0,Medium,21,52.35,220.07,0
TX011227,USR139,63,2026-05-30 20:42:09,20,5,53.96,5.68,grocery,pos,0,Medium,22,52.42,9405.63,0
TX006257,USR140,27,2026-05-01 02:09:09,2,4,19.77,2.13,entertainment,pos,0,Low,1,19.77,-1.0,0
TX008592,USR140,27,2026-05-02 12:43:12,12,5,57.2,4.33,gas,mobile,0,Medium,2,38.48,2074.05,0
TX008175,USR140,27,2026-05-02 12:48:28,12,5,36.43,1.39,services,pos,0,Medium,3,37.8,5.27,1
TX002040,USR140,27,2026-05-03 09:08:39,9,6,30.44,6.77,grocery,mobile,0,Medium,4,35.96,1220.18,0
TX000879,USR140,27,2026-05-04 00:47:43,0,0,6.87,1.13,travel,pos,0,Low,5,30.14,939.07,0
TX005470,USR140,27,2026-05-04 04:10:33,4,0,14.59,10.95,entertainment,pos,0,Low,6,27.55,202.83,0
TX011524,USR140,27,2026-05-04 19:15:20,19,0,60.49,1.86,grocery,mobile,0,Medium,7,32.26,904.78,0
TX007452,USR140,27,2026-05-05 00:48:12,0,1,16.74,13.99,online_retail,mobile,0,Low,8,30.32,332.87,0
TX010344,USR140,27,2026-05-05 17:42:46,17,1,110.54,44.2,entertainment,mobile,0,High,9,39.23,1014.57,0
TX010666,USR140,27,2026-05-05 18:55:42,18,1,345.99,4.49,grocery,mobile,0,High,10,69.91,72.93,0
TX012844,USR140,27,2026-05-06 14:31:00,14,2,63.84,21.63,grocery,mobile,0,Medium,11,69.35,1175.3,0
TX002960,USR140,27,2026-05-07 02:30:33,2,3,147.35,11.04,gas,mobile,0,High,12,75.85,719.55,0
TX003018,USR140,27,2026-05-07 04:49:15,4,3,68.08,0.8,gas,pos,0,Medium,13,75.26,138.7,0
TX012936,USR140,27,2026-05-07 14:42:30,14,3,19.41,5.12,grocery,mobile,0,Low,14,71.27,593.25,0
TX014168,USR140,27,2026-05-07 19:15:40,19,3,40.45,8.18,online_retail,pos,0,Medium,15,69.21,273.17,0
TX007751,USR140,27,2026-05-09 04:29:55,4,5,247.97,9.18,grocery,pos,1,High,16,80.39,1994.25,0
TX014402,USR140,27,2026-05-09 08:29:28,8,5,19.62,5.55,online_retail,pos,0,Low,17,76.81,239.55,0
TX007533,USR140,27,2026-05-09 13:34:39,13,5,11.71,5.47,gas,web,0,Low,18,73.19,305.18,0
TX012414,USR140,27,2026-05-10 03:26:39,3,6,10.65,4.51,grocery,web,0,Low,19,69.9,832.0,0
TX014695,USR140,27,2026-05-11 01:58:50,1,0,26.64,5.26,grocery,mobile,1,Medium,20,67.74,1352.18,0
TX005898,USR140,27,2026-05-11 04:03:26,4,0,12.14,1.03,travel,pos,0,Low,21,65.09,124.6,0
TX003299,USR140,27,2026-05-11 15:59:54,15,0,176.62,3.38,online_retail,pos,0,High,22,70.16,716.47,0
TX013706,USR140,27,2026-05-11 16:41:01,16,0,41.11,0.78,entertainment,pos,0,Medium,23,68.9,41.12,1
TX011334,USR140,27,2026-05-12 11:56:21,11,1,87.51,2.47,gas,pos,0,Medium,24,69.67,1155.33,0
TX012020,USR140,27,2026-05-14 05:18:54,5,3,24.57,2.21,gas,mobile,0,Medium,25,67.87,2482.55,0
TX000838,USR140,27,2026-05-14 05:19:14,5,3,10.59,2.04,entertainment,pos,0,Low,26,65.67,0.33,1
TX005107,USR140,27,2026-05-15 03:22:23,3,4,8.94,1.27,grocery,pos,1,Low,27,63.57,1323.15,0
TX004940,USR140,27,2026-05-15 15:08:43,15,4,13.36,6.19,online_retail,pos,0,Low,28,61.77,706.33,0
TX005768,USR140,27,2026-05-16 20:15:06,20,5,46.88,3.06,online_retail,web,0,Medium,29,61.26,1746.38,0
TX008908,USR140,27,2026-05-17 04:26:06,4,6,55.69,2.71,grocery,pos,0,Medium,30,61.07,491.0,0
TX007818,USR140,27,2026-05-20 23:05:00,23,2,60.53,0.83,grocery,pos,0,Medium,31,61.06,5438.9,0
TX001648,USR140,27,2026-05-22 16:14:58,16,4,7.47,3.13,grocery,pos,0,Low,32,59.38,2469.97,0
TX012334,USR140,27,2026-05-23 01:57:40,1,5,33.1,17.72,grocery,mobile,0,Medium,33,58.58,582.7,0
TX006326,USR140,27,2026-05-23 05:41:46,5,5,11.87,18.05,online_retail,mobile,0,Low,34,57.21,224.1,0
TX012448,USR140,27,2026-05-23 09:06:39,9,5,49.47,7.02,grocery,mobile,1,Medium,35,56.99,204.88,0
TX004465,USR140,27,2026-05-24 18:00:04,18,6,53.47,3.15,online_retail,mobile,0,Medium,36,56.89,1973.42,0
TX003316,USR140,27,2026-05-24 23:51:02,23,6,10.26,8.77,grocery,pos,0,Low,37,55.63,350.97,0
TX005517,USR140,27,2026-05-25 02:51:53,2,0,87.18,2.01,services,pos,0,Medium,38,56.46,180.85,0
TX013555,USR140,27,2026-05-27 03:28:26,3,2,343.37,3.13,online_retail,web,1,High,39,63.82,2916.55,0
TX001532,USR140,27,2026-05-29 03:57:11,3,4,76.31,1.84,grocery,mobile,0,Medium,40,64.13,2908.75,0
TX012692,USR140,27,2026-05-30 22:00:02,22,5,28.14,13.33,travel,pos,0,Medium,41,63.25,2522.85,0
TX014901,USR141,59,2026-05-01 04:06:27,4,4,24.13,11.43,entertainment,pos,0,Medium,1,24.13,-1.0,0
TX012060,USR141,59,2026-05-02 14:52:52,14,5,26.87,4.3,online_retail,pos,0,Medium,2,25.5,2086.42,0
TX013477,USR141,59,2026-05-06 06:05:28,6,2,15.48,35.78,services,web,0,Low,3,22.16,5232.6,0
TX008066,USR141,59,2026-05-08 03:59:25,3,4,42.62,7.35,online_retail,mobile,0,Medium,4,27.28,2753.95,0
TX013544,USR141,59,2026-05-08 10:11:11,10,4,10.61,6.87,gas,mobile,0,Low,5,23.94,371.77,0
TX004458,USR141,59,2026-05-10 07:42:58,7,6,5.0,6.04,grocery,mobile,0,Low,6,20.78,2731.78,0
TX000533,USR141,59,2026-05-11 00:19:04,0,0,41.25,0.99,online_retail,pos,0,Medium,7,23.71,996.1,0
TX008787,USR141,59,2026-05-12 14:03:28,14,1,33.83,1.53,grocery,mobile,0,Medium,8,24.97,2264.4,0
TX003212,USR141,59,2026-05-14 08:23:13,8,3,18.71,4.2,gas,pos,0,Low,9,24.28,2539.75,0
TX014568,USR141,59,2026-05-14 09:06:15,9,3,9.18,4.24,grocery,mobile,0,Low,10,22.77,43.03,1
TX002839,USR141,59,2026-05-14 15:18:41,15,3,44.25,9.09,grocery,pos,0,Medium,11,24.72,372.43,0
TX002073,USR141,59,2026-05-15 04:35:37,4,4,12.3,2.01,services,pos,0,Low,12,23.69,796.93,0
TX004336,USR141,59,2026-05-16 11:48:39,11,5,28.82,4.88,grocery,web,0,Medium,13,24.08,1873.03,0
TX004281,USR141,59,2026-05-16 16:14:04,16,5,193.44,4.98,grocery,pos,0,High,14,36.18,265.42,0
TX006758,USR141,59,2026-05-20 07:23:36,7,2,63.51,5.23,online_retail,mobile,0,Medium,15,38.0,5229.53,0
TX003949,USR141,59,2026-05-24 17:02:46,17,6,8.42,4.57,services,web,0,Low,16,36.15,6339.17,0
TX001346,USR141,59,2026-05-26 20:51:04,20,1,9.25,0.83,online_retail,pos,0,Low,17,34.57,3108.3,0
TX004258,USR141,59,2026-05-28 02:17:39,2,3,38.54,0.3,grocery,pos,0,Medium,18,34.79,1766.58,0
TX007271,USR141,59,2026-05-29 10:11:26,10,4,8.37,1.45,online_retail,web,0,Low,19,33.4,1913.78,0
TX007466,USR142,36,2026-05-01 08:10:18,8,4,4.47,2.37,entertainment,pos,0,Low,1,4.47,-1.0,0
TX006748,USR142,36,2026-05-02 12:50:39,12,5,56.39,1.09,services,pos,0,Medium,2,30.43,1720.35,0
TX003940,USR142,36,2026-05-02 15:51:32,15,5,45.65,4.19,online_retail,web,0,Medium,3,35.5,180.88,0
TX005334,USR142,36,2026-05-04 12:37:41,12,0,51.97,16.58,online_retail,pos,0,Medium,4,39.62,2686.15,0
TX010048,USR142,36,2026-05-05 10:02:40,10,1,43.08,10.71,online_retail,pos,0,Medium,5,40.31,1284.98,0
TX012421,USR142,36,2026-05-07 08:21:32,8,3,31.02,7.84,online_retail,pos,0,Medium,6,38.76,2778.87,0
TX009768,USR142,36,2026-05-08 06:51:45,6,4,17.08,14.62,online_retail,pos,0,Low,7,35.67,1350.22,0
TX011589,USR142,36,2026-05-11 03:02:57,3,0,55.49,1.48,grocery,pos,0,Medium,8,38.14,4091.2,0
TX000537,USR142,36,2026-05-12 08:05:32,8,1,152.92,2.59,grocery,pos,0,High,9,50.9,1742.58,0
TX006642,USR142,36,2026-05-12 18:45:42,18,1,20.06,9.37,grocery,pos,0,Medium,10,47.81,640.17,0
TX003239,USR142,36,2026-05-12 21:21:46,21,1,11.93,2.54,entertainment,pos,0,Low,11,44.55,156.07,0
TX007130,USR142,36,2026-05-13 05:18:08,5,2,10.64,2.71,grocery,mobile,0,Low,12,41.72,476.37,0
TX013548,USR142,36,2026-05-14 04:38:50,4,3,13.92,41.88,grocery,mobile,0,Low,13,39.59,1400.7,0
TX002517,USR142,36,2026-05-16 06:02:38,6,5,40.55,5.03,gas,pos,0,Medium,14,39.65,2963.8,0
TX004038,USR142,36,2026-05-19 08:30:01,8,1,3.9,37.2,grocery,pos,0,Low,15,37.27,4467.38,0
TX004564,USR142,36,2026-05-21 21:26:06,21,3,51.38,0.5,gas,mobile,0,Medium,16,38.15,3656.08,0
TX000202,USR142,36,2026-05-22 21:43:28,21,4,63.05,2.1,gas,pos,0,Medium,17,39.62,1457.37,0
TX007334,USR142,36,2026-05-23 06:12:36,6,5,5.48,7.32,online_retail,mobile,0,Low,18,37.72,509.13,0
TX010058,USR142,36,2026-05-23 17:23:11,17,5,12.44,5.02,grocery,mobile,0,Low,19,36.39,670.58,0
TX004249,USR142,36,2026-05-23 21:12:26,21,5,35.86,0.38,grocery,pos,0,Medium,20,36.36,229.25,0
TX002891,USR142,36,2026-05-25 11:02:52,11,0,28.69,3.4,services,mobile,0,Medium,21,36.0,2270.43,0
TX000928,USR142,36,2026-05-25 21:21:57,21,0,55.68,87.15,gas,web,0,Medium,22,36.89,619.08,0
TX010138,USR142,36,2026-05-26 13:39:36,13,1,28.76,6.03,services,web,0,Medium,23,36.54,977.65,0
TX001958,USR142,36,2026-05-26 16:47:55,16,1,117.3,9.26,services,pos,0,High,24,39.9,188.32,0
TX008871,USR142,36,2026-05-26 22:45:15,22,1,24.02,2.07,grocery,pos,0,Medium,25,39.27,357.33,0
TX002887,USR142,36,2026-05-28 22:09:26,22,3,12.39,6.0,online_retail,pos,0,Low,26,38.24,2844.18,0
TX003071,USR142,36,2026-05-29 06:43:00,6,4,11.43,4.42,gas,pos,0,Low,27,37.24,513.57,0
TX011258,USR142,36,2026-05-29 09:37:23,9,4,69.09,17.16,grocery,pos,0,Medium,28,38.38,174.38,0
TX001438,USR142,36,2026-05-30 03:06:06,3,5,34.11,16.52,entertainment,pos,0,Medium,29,38.23,1048.72,0
TX009660,USR143,42,2026-05-01 13:54:53,13,4,62.41,7.31,grocery,mobile,0,Medium,1,62.41,-1.0,0
TX014865,USR143,42,2026-05-01 20:45:26,20,4,61.14,4.88,grocery,pos,0,Medium,2,61.78,410.55,0
TX012536,USR143,42,2026-05-03 00:52:46,0,6,4.39,0.6,grocery,mobile,0,Low,3,42.65,1687.33,0
TX010932,USR143,42,2026-05-03 13:23:22,13,6,10.59,0.57,grocery,mobile,0,Low,4,34.63,750.6,0
TX010930,USR143,42,2026-05-03 23:24:51,23,6,11.93,4.94,online_retail,pos,0,Low,5,30.09,601.48,0
TX004987,USR143,42,2026-05-05 16:48:00,16,1,14.64,12.8,online_retail,pos,0,Low,6,27.52,2483.15,0
TX012821,USR143,42,2026-05-05 21:46:41,21,1,21.75,22.16,grocery,mobile,0,Medium,7,26.69,298.68,0
TX008485,USR143,42,2026-05-06 06:18:19,6,2,89.94,1.54,gas,mobile,0,Medium,8,34.6,511.63,0
TX011478,USR143,42,2026-05-06 20:04:14,20,2,109.78,0.73,gas,pos,0,High,9,42.95,825.92,0
TX000809,USR143,42,2026-05-07 03:13:03,3,3,24.71,13.73,grocery,pos,0,Medium,10,41.13,428.82,0
TX000633,USR143,42,2026-05-07 15:21:24,15,3,25.76,1.69,grocery,pos,0,Medium,11,39.73,728.35,0
TX013399,USR143,42,2026-05-08 05:10:12,5,4,16.36,0.68,grocery,web,0,Low,12,37.78,828.8,0
TX010083,USR143,42,2026-05-09 02:47:44,2,5,36.2,2.48,online_retail,pos,1,Medium,13,37.66,1297.53,0
TX003182,USR143,42,2026-05-09 19:06:27,19,5,40.55,2.43,online_retail,web,0,Medium,14,37.87,978.72,0
TX013768,USR143,42,2026-05-10 16:52:41,16,6,74.18,21.85,entertainment,pos,0,Medium,15,40.29,1306.23,0
TX000313,USR143,42,2026-05-10 22:09:58,22,6,73.58,12.66,grocery,web,0,Medium,16,42.37,317.28,0
TX006806,USR143,42,2026-05-11 22:18:59,22,0,3.31,1.85,entertainment,mobile,0,Low,17,40.07,1449.02,0
TX001663,USR143,42,2026-05-13 22:36:50,22,2,28.43,23.99,services,mobile,0,Medium,18,39.42,2897.85,0
TX006372,USR143,42,2026-05-14 03:28:56,3,3,132.17,5.21,grocery,pos,0,High,19,44.31,292.1,0
TX008966,USR143,42,2026-05-14 12:37:01,12,3,21.37,16.01,online_retail,mobile,0,Medium,20,43.16,548.08,0
TX011225,USR143,42,2026-05-16 01:50:07,1,5,103.47,22.03,grocery,web,0,High,21,46.03,2233.1,0
TX007940,USR143,42,2026-05-17 07:49:26,7,6,24.37,3.27,grocery,mobile,0,Medium,22,45.05,1799.32,0
TX004008,USR143,42,2026-05-17 23:21:18,23,6,39.45,8.9,entertainment,web,0,Medium,23,44.8,931.87,0
TX007720,USR143,42,2026-05-20 09:28:04,9,2,10.62,2.75,online_retail,pos,0,Low,24,43.38,3486.77,0
TX013560,USR143,42,2026-05-20 23:24:34,23,2,11.03,13.68,entertainment,mobile,0,Low,25,42.09,836.5,0
TX007888,USR143,42,2026-05-21 04:46:00,4,3,68.41,4.99,grocery,pos,1,Medium,26,43.1,321.43,0
TX000583,USR143,42,2026-05-23 11:05:11,11,5,79.98,14.19,online_retail,pos,0,Medium,27,44.46,3259.18,0
TX000797,USR143,42,2026-05-23 17:23:19,17,5,34.0,27.93,grocery,pos,0,Medium,28,44.09,378.13,0
TX008987,USR143,42,2026-05-23 20:22:18,20,5,9.7,8.64,online_retail,mobile,0,Low,29,42.9,178.98,0
TX000354,USR143,42,2026-05-24 10:49:17,10,6,34.6,4.01,services,mobile,0,Medium,30,42.63,866.98,0
TX003675,USR143,42,2026-05-27 15:26:22,15,2,116.42,4.09,entertainment,mobile,0,High,31,45.01,4597.08,0
TX014570,USR143,42,2026-05-29 06:31:11,6,4,189.21,0.13,grocery,mobile,0,High,32,49.51,2344.82,0
TX000935,USR143,42,2026-05-29 10:19:33,10,4,24.13,1.91,gas,mobile,0,Medium,33,48.74,228.37,0
TX002977,USR143,42,2026-05-29 19:21:23,19,4,6.3,13.72,online_retail,web,0,Low,34,47.5,541.83,0
TX010750,USR144,40,2026-05-01 02:09:59,2,4,76.74,14.35,gas,pos,0,Medium,1,76.74,-1.0,0
TX012412,USR144,40,2026-05-01 19:17:48,19,4,25.13,1.86,online_retail,web,0,Medium,2,50.93,1027.82,0
TX000590,USR144,40,2026-05-03 04:54:37,4,6,85.03,5.46,entertainment,pos,0,Medium,3,62.3,2016.82,0
TX013261,USR144,40,2026-05-06 04:03:44,4,2,43.86,3.57,online_retail,pos,0,Medium,4,57.69,4269.12,0
TX006036,USR144,40,2026-05-06 04:33:01,4,2,13.69,10.25,grocery,mobile,0,Low,5,48.89,29.28,1
TX004807,USR144,40,2026-05-08 06:23:58,6,4,35.1,63.46,entertainment,pos,0,Medium,6,46.59,2990.95,0
TX002152,USR144,40,2026-05-09 03:12:06,3,5,122.53,10.49,online_retail,pos,1,High,7,57.44,1248.13,0
TX002413,USR144,40,2026-05-10 10:47:40,10,6,28.53,2.01,online_retail,web,0,Medium,8,53.83,1895.57,0
TX009551,USR144,40,2026-05-11 00:56:54,0,0,11.77,4.08,online_retail,pos,0,Low,9,49.15,849.23,0
TX012631,USR144,40,2026-05-11 10:35:40,10,0,6.76,24.1,online_retail,pos,0,Low,10,44.91,578.77,0
TX013368,USR144,40,2026-05-11 10:37:55,10,0,15.3,0.83,grocery,pos,0,Low,11,42.22,2.25,1
TX014250,USR144,40,2026-05-12 21:26:28,21,1,21.97,2.14,grocery,web,0,Medium,12,40.53,2088.55,0
TX002822,USR144,40,2026-05-14 05:43:55,5,3,75.19,10.51,grocery,pos,0,Medium,13,43.2,1937.45,0
TX000857,USR144,40,2026-05-14 16:09:09,16,3,10.8,21.18,travel,mobile,0,Low,14,40.89,625.23,0
TX001247,USR144,40,2026-05-15 03:29:56,3,4,156.61,9.31,grocery,mobile,0,High,15,48.6,680.78,0
